nct_id,Title,Conditions,Phases,Enrollment,DurationWeeks,Arms,DrugClass,Comparator,Masking,Allocation,InterventionModel,SponsorType,Region,PrimaryEndpoint,BaselineHbA1c,HbA1c_SD,EffectSize_HbA1c,PValue_HbA1c,Study Status,Study Results,label_reason,success_label_basic
NCT78863244,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,94,13,3,SGLT2i,Placebo,Double,Randomized,Parallel,Government,Europe,Composite,8.19,1.19,-1.118,1.2769507673482394e-10,Terminated,No Results Posted,Not met / not primary / not significant,0
NCT64541423,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,109,12,5,DPP-4i,Placebo,Double,Randomized,Single Group,Government,North America,Weight,8.08,0.84,-0.439,0.0001026339050592684,Terminated,No Results Posted,Not met / not primary / not significant,0
NCT93990145,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,59,17,4,DPP-4i,Placebo,Double,Randomized,Parallel,Industry,North America,HbA1c change,6.89,1.09,-0.712,0.0003688583165945003,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT88096504,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,85,20,4,GLP-1RA,Placebo,Double,Randomized,Parallel,Academic,North America,FPG change,8.88,1.05,-1.077,2.798927756231251e-11,Recruiting,No Results Posted,Not met / not primary / not significant,0
NCT77801817,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,53,30,2,GLP-1RA,Active,Open Label,Randomized,Parallel,Industry,Multi-Region,HbA1c change,7.54,1.22,,,Completed,Has Results,Not met / not primary / not significant,0
NCT64279643,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,131,16,6,NovelSmallMolecule,Placebo,Double,Randomized,Parallel,Other,Multi-Region,Composite,8.44,1.35,-0.867,1.8941028945285154e-07,Completed,Has Results,Not met / not primary / not significant,0
NCT36087023,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,107,23,2,SGLT2i,StandardOfCare,Triple,Randomized,Parallel,Industry,Asia,HbA1c change,7.83,1.14,-0.516,0.0009138248841930041,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT47131440,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,47,11,3,Other,DoseComparison,Double,Randomized,Crossover,Industry,North America,FPG change,8.13,0.78,-0.26,0.10710877662643148,Completed,Has Results,Not met / not primary / not significant,0
NCT20700485,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,117,6,3,SGLT2i,Placebo,Open Label,Randomized,Crossover,Industry,Asia,Weight,9.21,1.13,-0.51,0.0005312003665223219,Recruiting,No Results Posted,Not met / not primary / not significant,0
NCT43676563,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,97,14,2,GLP-1RA,Active,Triple,Randomized,Parallel,Industry,Multi-Region,HbA1c change,8.77,1.75,-1.133,6.737698295511407e-06,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT93382500,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,126,6,3,NovelSmallMolecule,Active,Double,Randomized,Parallel,Academic,Multi-Region,Weight,9.19,1.51,-0.371,0.05156853766713365,Completed,Has Results,Not met / not primary / not significant,0
NCT48329387,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,83,16,3,Other,Placebo,Double,Non-Randomized,Parallel,Industry,North America,HbA1c change,8.63,0.6,-0.462,6.980501447984011e-07,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT20235593,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,69,11,4,SGLT2i,Placebo,Double,Randomized,Parallel,Industry,North America,HbA1c change,8.68,1.12,-0.615,0.0012056884951758828,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT68673791,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,70,4,3,SGLT2i,StandardOfCare,Open Label,Randomized,Parallel,Industry,Multi-Region,HbA1c change,7.15,1.33,-0.66,0.003410489654157023,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT96635337,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,78,26,2,SGLT2i,DoseComparison,Double,Randomized,Parallel,Government,Multi-Region,HbA1c change,8.18,1.05,-1.215,6.13398221105399e-13,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT88074155,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,100,13,2,Insulin,Active,Double,Randomized,Single Group,Academic,North America,HbA1c change,8.24,0.98,-1.253,0.0,Terminated,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT34666880,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,106,6,6,DPP-4i,DoseComparison,Open Label,Non-Randomized,Parallel,Industry,Multi-Region,Weight,9.26,1.03,-0.613,1.5712334033302078e-05,Completed,Has Results,Not met / not primary / not significant,0
NCT50850718,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,91,21,2,SGLT2i,DoseComparison,Double,Randomized,Parallel,Industry,North America,HbA1c change,8.05,1.24,-0.935,3.4836405515825675e-07,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT57791485,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,82,12,3,GLP-1RA,Placebo,Triple,Randomized,Parallel,Industry,North America,HbA1c change,8.59,0.81,-1.126,0.0,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT32305560,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,85,23,3,DPP-4i,Active,Double,Non-Randomized,Parallel,Government,Multi-Region,Weight,8.56,1.4,-0.407,0.057328805305682184,Completed,Has Results,Not met / not primary / not significant,0
NCT34182278,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,308,12,2,Other,Placebo,Single,Randomized,Single Group,Academic,Asia,CGM TIR,9.21,1.09,-0.861,0.0,"Active, not recruiting",No Results Posted,Not met / not primary / not significant,0
NCT31299612,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,70,13,4,TZD,DoseComparison,Open Label,Randomized,Parallel,Industry,Europe,HbA1c change,8.31,0.87,-0.246,0.09275637442716267,Completed,Has Results,Not met / not primary / not significant,0
NCT99512315,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,77,18,2,DPP-4i,Placebo,Triple,Randomized,Parallel,Government,Multi-Region,Composite,8.98,1.38,-0.712,0.0013763732629363812,Recruiting,No Results Posted,Not met / not primary / not significant,0
NCT77141284,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,438,20,2,GLP-1RA,Placebo,Triple,Randomized,Parallel,Industry,Multi-Region,HbA1c change,7.21,0.71,-0.636,0.0,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT85677072,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,120,21,3,SGLT2i,StandardOfCare,Double,Randomized,Single Group,Academic,North America,HbA1c change,7.27,0.96,-0.885,9.928724509222775e-13,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT83491187,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,53,15,4,SGLT2i,Placebo,Double,Randomized,Parallel,Industry,Asia,HbA1c change,6.8,0.96,-0.364,0.050133166107333205,Completed,Has Results,Not met / not primary / not significant,0
NCT96322910,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,145,19,3,NovelSmallMolecule,StandardOfCare,Double,Non-Randomized,Parallel,Industry,Multi-Region,CGM TIR,8.95,1.64,-1.054,4.133859821120467e-08,Terminated,Has Results,Not met / not primary / not significant,0
NCT19475027,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,66,20,4,NovelSmallMolecule,Placebo,Double,Non-Randomized,Crossover,Industry,Asia,HbA1c change,8.87,0.93,-0.352,0.029371090652131726,"Active, not recruiting",No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT89346918,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,150,17,2,Other,DoseComparison,Open Label,Randomized,Crossover,Industry,Other,HbA1c change,9.03,0.6,-0.107,0.12090372817548967,Completed,Has Results,Not met / not primary / not significant,0
NCT15990297,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,90,15,3,Other,StandardOfCare,Open Label,Randomized,Parallel,Other,Asia,CGM TIR,7.93,0.95,-0.229,0.10823458155467158,Completed,Has Results,Not met / not primary / not significant,0
NCT52787890,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,82,7,3,Other,Placebo,Open Label,Randomized,Crossover,Industry,North America,HbA1c change,8.01,1.21,-0.245,0.19631712694814585,Completed,Has Results,Not met / not primary / not significant,0
NCT63499029,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,205,20,6,Other,StandardOfCare,Double,Randomized,Parallel,Academic,North America,HbA1c change,8.32,1.3,-0.505,8.062319899793113e-05,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT42207497,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,128,16,6,GLP-1RA,Placebo,Open Label,Randomized,Parallel,Academic,Multi-Region,FPG change,9.41,1.67,-0.873,2.8648617249937836e-05,Completed,Has Results,Not met / not primary / not significant,0
NCT23155591,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,154,14,4,GLP-1RA,Active,Open Label,Randomized,Single Group,Academic,Other,FPG change,9.59,1.45,-1.192,5.881961584464079e-13,"Active, not recruiting",No Results Posted,Not met / not primary / not significant,0
NCT27307119,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,121,24,5,SGLT2i,Active,Double,Randomized,Parallel,Other,North America,HbA1c change,8.96,1.15,-0.688,3.0296289025288914e-06,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT84219776,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,81,7,2,Insulin,StandardOfCare,Open Label,Randomized,Parallel,Industry,North America,HbA1c change,8.63,0.88,-0.809,4.454006385934406e-09,Terminated,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT38685150,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,131,26,2,GLP-1RA,Placebo,Open Label,Randomized,Single Group,Industry,Multi-Region,Composite,9.33,1.51,-1.031,3.015738936351653e-08,Recruiting,No Results Posted,Not met / not primary / not significant,0
NCT37930120,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,171,16,4,NovelSmallMolecule,Placebo,Double,Randomized,Crossover,Industry,North America,HbA1c change,8.22,1.01,-0.576,1.2681215644239074e-07,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT93102567,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,106,18,2,TZD,Active,Double,Randomized,Single Group,Industry,North America,HbA1c change,8.13,0.94,-0.394,0.002185394005432273,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT22948473,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,224,14,6,Insulin,Active,Double,Randomized,Parallel,Government,Multi-Region,HbA1c change,8.31,1.0,,,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT92374021,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,146,6,2,GLP-1RA,Placebo,Triple,Randomized,Single Group,Industry,Multi-Region,HbA1c change,7.71,0.79,-0.919,0.0,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT92887341,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,109,15,5,SGLT2i,Placebo,Open Label,Randomized,Parallel,Industry,Multi-Region,Composite,8.28,0.98,-0.596,7.797558687849815e-06,Completed,Has Results,Not met / not primary / not significant,0
NCT63870367,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,111,18,2,GLP-1RA,Placebo,Triple,Randomized,Parallel,Industry,Asia,HbA1c change,7.62,1.04,-1.147,2.220446049250313e-16,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT24897854,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,106,20,5,NovelSmallMolecule,StandardOfCare,Triple,Randomized,Parallel,Industry,Europe,HbA1c change,9.12,1.28,-0.872,7.493275642200814e-07,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT24027477,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,57,15,3,TZD,Placebo,Double,Randomized,Crossover,Academic,Multi-Region,HbA1c change,8.78,1.0,-0.759,5.37376535920675e-05,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT35624807,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,96,4,4,NovelSmallMolecule,Placebo,Double,Randomized,Single Group,Industry,North America,HbA1c change,9.4,0.78,-0.415,0.000245153936479392,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT61967407,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,110,7,3,SGLT2i,DoseComparison,Double,Non-Randomized,Parallel,Academic,North America,HbA1c change,7.26,0.7,-0.255,0.0068359021082184945,Completed,Has Results,Not met / not primary / not significant,0
NCT23825205,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,82,28,4,DPP-4i,Placebo,Double,Randomized,Parallel,Academic,Multi-Region,Composite,9.73,1.15,-0.769,1.9378478979703573e-05,Completed,Has Results,Not met / not primary / not significant,0
NCT51009213,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,116,9,3,DPP-4i,Active,Double,Randomized,Parallel,Academic,Asia,FPG change,7.3,1.12,-0.524,0.0003578451336621047,Completed,Has Results,Not met / not primary / not significant,0
NCT20394105,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,100,25,2,NovelSmallMolecule,Placebo,Open Label,Randomized,Parallel,Industry,Multi-Region,HbA1c change,7.56,0.96,-0.893,5.1651682930753395e-11,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT58625570,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,141,10,3,NovelSmallMolecule,StandardOfCare,Triple,Randomized,Parallel,Academic,North America,HbA1c change,7.97,0.98,-0.672,9.379941157128258e-09,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT11903321,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,134,15,3,SGLT2i,Active,Double,Randomized,Parallel,Industry,Other,HbA1c change,9.32,1.2,-0.658,6.771576626651843e-06,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT14985586,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,107,20,6,Other,StandardOfCare,Double,Randomized,Parallel,Industry,Asia,HbA1c change,8.56,1.45,-0.952,1.526154421949144e-06,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT27533965,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,54,11,4,GLP-1RA,Placebo,Double,Randomized,Single Group,Academic,Asia,HbA1c change,8.23,0.9,-0.969,2.6327113489266196e-08,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT25717732,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,223,26,3,Other,Placebo,Open Label,Randomized,Parallel,Academic,Multi-Region,HbA1c change,7.85,1.12,-0.515,1.236288208139591e-06,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT84789467,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,93,16,2,GLP-1RA,StandardOfCare,Double,Randomized,Crossover,Industry,Europe,CGM TIR,7.44,1.34,-0.851,1.4676514083045156e-05,Completed,Has Results,Not met / not primary / not significant,0
NCT14804373,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,96,19,4,SGLT2i,Placebo,Double,Randomized,Parallel,Government,Multi-Region,Weight,9.19,0.91,-1.016,7.993605777301127e-15,Completed,Has Results,Not met / not primary / not significant,0
NCT48633369,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,85,14,2,NovelSmallMolecule,Placebo,Double,Randomized,Parallel,Industry,Asia,HbA1c change,8.96,1.1,-1.068,2.1645252257229686e-10,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT63202942,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,80,20,2,GLP-1RA,Placebo,Single,Randomized,Parallel,Industry,Multi-Region,Weight,9.35,1.09,-1.441,1.1102230246251565e-16,Completed,Has Results,Not met / not primary / not significant,0
NCT56439599,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,199,25,2,DPP-4i,DoseComparison,Open Label,Randomized,Parallel,Other,Multi-Region,HbA1c change,8.68,0.77,-0.378,1.0759093713730294e-06,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT71264306,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,186,15,2,DPP-4i,Active,Double,Randomized,Parallel,Industry,Asia,HbA1c change,6.55,1.14,-0.838,1.520672476829077e-12,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT82279117,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,122,26,3,SGLT2i,Active,Double,Randomized,Parallel,Academic,North America,Weight,7.53,1.11,-0.412,0.003649669626826557,Terminated,No Results Posted,Not met / not primary / not significant,0
NCT45426740,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,95,12,2,NovelSmallMolecule,Active,Triple,Randomized,Parallel,Industry,North America,HbA1c change,8.73,1.24,-0.259,0.14937035053092595,Terminated,No Results Posted,Not met / not primary / not significant,0
NCT84539607,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,131,21,4,NovelSmallMolecule,Placebo,Open Label,Randomized,Parallel,Academic,Other,HbA1c change,8.14,0.8,-0.569,9.969652658980976e-09,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT38619198,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,103,19,4,NovelSmallMolecule,Placebo,Single,Randomized,Parallel,Academic,Other,FPG change,8.01,1.1,-0.455,0.0030632847268385888,Recruiting,No Results Posted,Not met / not primary / not significant,0
NCT98598043,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,91,10,2,SGLT2i,Placebo,Single,Randomized,Parallel,Academic,Other,HbA1c change,7.63,1.45,-0.626,0.0035109183656319987,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT55407360,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,116,17,3,Insulin,Active,Double,Randomized,Parallel,Industry,North America,Weight,9.06,1.62,-1.107,1.9088097202857313e-07,Completed,Has Results,Not met / not primary / not significant,0
NCT76241199,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,82,16,3,SGLT2i,Placebo,Double,Randomized,Parallel,Academic,Europe,HbA1c change,8.72,1.42,-1.333,1.8449629601846596e-09,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT88750443,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,111,11,2,SGLT2i,StandardOfCare,Double,Randomized,Parallel,Industry,Multi-Region,CGM TIR,8.75,0.81,-0.913,0.0,Completed,Has Results,Not met / not primary / not significant,0
NCT81338611,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,109,18,5,GLP-1RA,StandardOfCare,Triple,Randomized,Parallel,Other,Multi-Region,HbA1c change,7.96,1.21,-0.855,1.9457914557374778e-07,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT86601845,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,130,17,3,Other,Placebo,Single,Randomized,Parallel,Industry,North America,HbA1c change,8.52,0.98,-0.456,0.00017610434002635067,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT58286221,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,75,16,4,Other,Active,Double,Randomized,Parallel,Industry,Asia,HbA1c change,7.46,1.17,-0.433,0.023695456056409436,Terminated,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
